"So blessed that this asshole is NOT my daughter......"
"KILLED BY NAZI'S ON AMERICA SOIL......TERRORIST......"
"This guy is president of the united states of america, UNFUCKING BELIEVEABLE"
"Fake president, this guy is something else, TOTAL ASSHOLE...."
"Some Black people need to wake the fuck up, Really, do you know your history, or someone is paying you to be that damn STUPID...."
"And this guy is the president of the united states, SMFH, good job america/ #KEEPKNEELING"
"Come on people lets get it to 0%, its what he Deserves....."
"Just turned my TV off, trump getting ready to lie, too early to fuck my day up."
"Every athlete should kneel until America recognize the injustices on her people, and if you are a minority and don't kneel, shame on you..."
"I hope people remember this asshole face,/ #Justice"
"Please remember this asshole face, enough said......"
"I truly hope some of the inmates in jail remember this asshole face and give him some true justice...."
"RACIST AMERICA, if you didn't know, now you know...."
"Why are you surprised, most white cops are white supremacist, look at the history and present, my goodness..."
"Are you kidding me, he's the leader...."
"Look its time for action, we should be fed up this bullshit, enough is enough...."
"I hope the people find that asshole and deal with him, he's a fucking TERRORIST, bottom line,"
"After today I will be kneeling, turning my back, dropping my head anytime the colors are presented, or the anthem is played / #VietnamVet"
"Why is it that a bunch of racist can march around with weapons and if Black or any other minorities do it, it's a problem @charlottesville"
"I'm ready for war, will not be intimidated by these assholes, Black people prepare for War, we are not going back...."
"Then speak up more and do more than talk...."
"LOCK HIS ASS UP AND THROW AWAY THE KEY......"
"Truly an Earth Wind and Fire day, rumble Brothers rumble....."
"Always down for a daytime party my Brother...."
"Whats wrong with America, she can't be this stupid, or maybe so, his approval rating should be 0%, but I know thats asking a lot......."
"LMFAO, what a poor excuse for a man, she shouldn't be sad but very happy to get rid of that milk toast, clearly don't want him after trump.."
"Two words for the swamp creature, FU*K YOU....."
"What an ASSHOLE, he's in love with trump....."
"Good for her. now maybe she can find a REAL man....."
"LMFAO....."
"People we have been at war for many many years, we have to do something to stop this bullshit, enough is enough....."
"When will we have enough????"
"Nooo, she is the Loch "NECK" monster...."
"I'm ready for my magic carpet ride....Let's ride my Brothers...."
"What a fucking asshole, gonna bust HELL wide open...."
"Thats some real Hero, SMFH"
"Then this system isn't worth the paper that it's written on, Thanks Red White and Blue @Kaepernick7 Indeed Why Stand?"
"If President Obama just had a friction of the Bullshit thats going on in the WH today he would have been impeached 5 months ago, Thanks RWB"
"@DonnieSimpson , Bruh, I know this is a long shot, but the names of the two songs you played of Tower of Power on Friday, 7-21-17, Thanks"
"First of all, I don't need a lesson in BLACKNESS, the term people of color includes other races, remember we are not in this fight alone..."
"This should teach all cops of color a valuable lesson...."
"I would go as far to say the dumbest, and he IS NOT A BRUH, lets go with UNCLE TOM...."
"Holy Ghost, Dude, the feet are wide open now, or at my age, as fast as they can get,,,,,,LMAO"
"@wusa9 yes he should have been paroled before today for the crime he was sentenced for, and truly that was too much time for that crime"
"Again, why would you want a racist, bigot habitual liar and a complete asshole speak at your convention, please explain......????"
"Always good to hang with good Brothers, Power to you my Brothers..."
"@boneface50 you have always been a hero to me, still remember that day/ #SoPowerful and I'm still Raising my Fist, Power to you my Brother"
"Very good call Mr. Kaepernick, a lot of our Brothers and Sisters suffers from Stockholm syndrome, sad but true,/ #UncleToms we called it..."
"People we must understand. a lot of IGNORANT white people think like this Asshole, so tell them just try to send back to Africa...."
"LMFAO....."
"First, why would we want to have him there? SMFH...."
"Real Talk....."
"LMFAO....."
"The funny thing is Milk Toast Republicans can't beat up anybody, thats why they pick on Women and the weak, but I know some women kick ass.."
"Here's what been lost, white people lost their damn minds when Kapernick kneeled, but they are fine with a white man sells the flag to RUS.."
"I Concur......"
"Ever wonder why there are so many asshole in america since trump stole the election...."
"So these are the kind of animals you white people want to give so much praise to, SMFH...."
"Question for America, What you going to do now????"
"America keep letting this shit happen, what that say about this country, SMFH...."
"Says a lot about the yet to be united states of america....."
"These type of people can not be reached, St.Jude in full effect, smh."
"President Obama wasn't abused because he was a Traitor, racist, bigot, sexist, and all around asshole, he was abused because he is BLACK.."
"What a fat pile of SHIT...."
"So why didn't any other Black help this guy, people we must do better, its time we stop this bullshit...."
"But if someone says something about him, than theres an investigation...."
"So please tell me how do he get away with all this bullshit, Is America fake America? Tell me why haven't nothing been done....SMFH"
"Please, just remember you can't talk to a Fool.."
"Damn, I just lost my breakfast....."
"LMFAO, so this is your president and 1st lady, excuse me while I ROTFLMFAO......"
"Here is the time to use FAKE, and a million other choice words, AMEN....."
"White people better not say anything about a Black person not being a Role Model, this guy suppose to be POTUS, what say you Now?????"
"Good, give him some more justice/ #Nosympathy"
"White America has let @RealDonaldTrnp turned our once proud Eagle into a DO-DO Bird / #TraitorLockHimUp"
"trump as President is a DISGRACE...."
"@CBSNews @NBCNews @ABC @BlackNewsOutlet Do your job take these assholes to the woodshed when they lie about fake new and Russia."
"Stop acting like pussies, turn the fucking cameras ON, have you forgotten this is America, or just sit there like assholes....."
"Really, we been Threatened for 500 years, not felt, so STFU..."
"Its very simple, He's a fucking TRAITOR....."
"Thats exactly how these type of white people think, they never call white people terrorist either, etc,etc......."
"These assholes don't care if you are a Black Police officer or not, you just have to be Black, not the first time...."
"Granny had bigger nuts than that asshole with no NUTS..."
"So tell me why the HELL he is not locked up, so he's breaking the laws of the land and haven't been arrested one time/ #NEVERSTANDFORFLAG"
"Its hard to believe that people are still believing that bullshit, or are they just trying to protect racist at it highest form.."
"Some people are fucking crazy, so she's using her wheelchair as a prop, when you got an asshole in the WH, this is the result....SMFH"
"Never want to hear any white person talking about any Black person is a bad Role model with that Traitor in the WH and GOP F'ing up America"
"Finally, so proud of Congressional Black Caucus, Blacks need to stand up and do more, we have always been Warriors..."
"If anybody says that @realDonaldTrump is doing a good job, I would say that he or she is a stoned cold racist..."
"Got one better, you shouldn't be Murdered for a broken taillight, right here in your united states of america.."
"What a racist DUMB asshole....."
"I got a new role for that asshole, INMATE....."
"This @realDonaldTrump is truly the Devil, so sad this country has gone down this path, have no respect for this country anymore/ #VietnamVet"
"Somebody need to say this, "white people are something else, and they believe that bullshit, SMFH, THEY ARE HOPELESS....."
"If he wasn't a true racist he would have been IMPEACHED by now, this is really what america is truly about..."
"Come to my neighborhood and hang a noose, it will be your last time, we must take action and protect our neighborhoods/ #NoFear"
"Such an ASSHOLE, will never listen or watch anything this Uncle Tom is affiliated with, we need to do better as a people"
"Everyone that works for the Government is not a Patriot, we have found that to be true in the last 6 months @Donaldtrump"
"This is pathetic, that reminds me of 1st grade reading book,"Fun with Dick and Jane, you got to be kidding me,/ #NevermyPresident"
"GOP is truly gutless, mostly all racist OLD white male that missed their callings."
"When will we get tired of all the lies, is this what this country has come to, let's see how many people will kneel during the anthem now..."
"YAY, finally a team with some balls, Congrats, true men always stand up for what is right...."
"ROTLLMFAO....money ain't everything, this proves that...."
"They said having money would cure ugliness, so this will kill that theory, MY GOODNESS, just puked in my mouth...."
"Who told this ASSHOLE that we fear him or any other racist asshole, dude I've been ready for years, so bring it..."
"The Brother should have beat his ass, and gave him a right hook for me...."
"If ISIS isn't allowed to a march permit, how in the HELL do you give the KKK a permit, they both are terrorist group, SMFH..."
"Its a good thing they have money, MY GOODNESS......YIPES...."
"OH, this is the terrorist group that the good old boys still participates in and have memberships in, they don't want to destroy them, SMFH"
"@DonnieSimpson @COMICCOP , Well the Brother got one thing right, Cowboys is a problem for the redskins, LOL/ #WeDemBoyz"
"So why isn't donald trump on trial????, OH, he was elected President.....HUMMMM"
"Terrorists, but what they don't know this is not the 40's and 50's the Black people I know will not tolerate this bullshit, READY TO FIGHT.."
"What a DUMB ASS, but we all know that, except for the ones without brains...."
"Really thats not enough, his ass should be in jail/ #NOJUSTICE"
"Had to have a couple of Black people for trump, always wonder what they are thinking, then I remembered they don't have brains, SMFH..."
"Don't forget the racist old ass republicans who had no chance to be President and lets not forget the young milk toast republicans too..."
"America, a country of TRAITORS...."
"Have America become a country of Traitors..."
"Really, who the fucked voted???....And how much were they paid..."
"Don't fear those assholes, actually I'm looking forward to kicking some racist asses..."
"Sorry fellows but I got to go with Kathy Griffin on this one, I really don't think it was too out of place with things that trump said...."
"OH, HELL NO...."
"@WhitlockJason Just another uncle tom thats on the white man's jonesson, SMFH...."
"Every person of color should have that same amount of passion that this young lady have about this situation, Power to you my Sister.."
"Thank You for putting this out there..."
"And I fought in Vietnam side by side with some of these Brother and this is a damn shame, and you wonder why we kneel in protest..."
"I'm just going to say two words, "white Folks"......"
"@DonaldJTrumpJr STFU, you assholes did the same to @POTUS44 , now you want to cry like the milk toast you are, such candy asses...."
"@PatRobertson , Fuck you and donald too...."
"What an ASSHOLE, how much more are TRUE Americans willing to put up with....."
"I CONCUR....."
"How about changing your diaper you shitty racist @TedNugent"
"This is the kind of president america deserves for not addressing racism, bigotry and just plain stupidity/ #VietnamVet ."
"So, you tell me that this guy isn't freaking CRAZY, he is begging America to Impeach him, but white america is just too fucked up..."
"I concur, fuck you karl oliver....."
"America be on ALERT for these white supremacist terrorists, they are the REAL Terrorist, protect yourself at all times....."
"Its simple, she is stronger than any republican in the house or senate, hands down...."
"Well damn it, stop talking and do something about it...."
"Well I guess America will start doing something about these assholes when they start murdering citizens, NO faith in America anymore/ #VET"
"He probably want cellmate Big Bubba, he and the rest of the Republicans are such Cupcakes...."
"So sad, we must fight back and fight together against these racist pigs,"
"The Law and the white man, enough said...."
"The most hated man in the WORLD..... @realDonaldTrump"
"I keep saying, this asshole is the President??????"
"Here's a question for America, How many Republicans has financial ties to Russia, never thought I would see this type of trend in America..."
"I just asked the same question, because if a person of color had body-slam a white reporter he would have been SHOT DEAD...."
"So the laws of the land don't apply to white politicians, or WHAT....."
"People, just look at this ASSHOLE, SMFH...."
"Indeed,"
"If he was Black, he would have been charged with attempted Murder and be in jail at this point"
"I'm with you on that, they will understand that."
"indeed, they haven't ran into the right person yet, I'm still waiting, a straight right hand to the chops....."
"What an EMBARRASSMENT......What's next from these assholes...."
"LMFAO, he is such an asshole, even his wife hate his orange ass...."
"What a little cupcake....."
"Scared shitless..."
"Well I guess little marco don't want to go to jail too, do you think he may be involved also???? hummm."
"Great job students, no one wants to listen to a TRAITOR....."
"LMFAO, REALLY...."
"Don't you know they would have to be BLACK....."
"Never liked Notre Dame until today, Great job looking forward to your future input..../ #walkoutnd"
"We need to let these fuckers know that we can get ropes too, and we will stand strong and hard with the congressman,/ #NATTURNER"
"As we all know, What a dumbass...."
"When will we understand that this system will NOT and have NOT worked for Black people, why do we think these murderers will be jailed????"
"LMFAO, what is that, MY GOODNESS....."
"Lets just hope he stay over there with the rest of the members of his gang..."
"And I hope his family too, before he goes to JAIL too with the rest of the gang...."
"ALL THESE ASSHOLES NEED TO BE JAILED......"
"Because he is the WORST President EVER, so now he want to cry about it, but wait you are even WORST as a human."
"This picture really CREEPS me out....."
"A Black man kneels white America goes absolutely CRAZY, a white President commits Treason over and over again, white America all GOOD, SMFH"
"I mean who is surprised at this point, does anyone know if this asshole have ever told the truth.....???"
"So this person would actually kiss shit...."
"ROTFLMFAO, america one BIG JOKE right now, SMFH...."
"Indeed, I'm so embarrassed right now that I SERVED this country, where is the HONOR/ #VeteransResist"
"@DonnieSimpson You are a good Brother, really need more Brothers like you, but steve harvey not so much, shine bright my Brother, Peace.."
"GOP have no backbones or balls so the answer is NEVER....."
"It will be over when you are in JAIL....."
"At lease someone at BCU got some balls...."
"Bethune Cookman should be ashamed of being that institution, when are we going to stop being that HOUSE TOM, SHAME, SHAME,SHAME..."
"Sooo, everybody know curt "SHITHEAD" schilling is a racist, enough said....."
"We all know they are COWARDS, we need to do something about all these racist called the republican klan..."
"Really, but trump the Traitor get a free pass, this is BULLSHIT..."
"Not a real man in the bunch, COWARDS, AND RACISTS"
"This is truly a face of a Traitor, coward, racist, and the American people put this asshole in office...."
"Well said....."
"So have anyone called the old and young Republicans a little dick viagra taking bad for America treasonous women hating COWARDS yet..."
"LOCK HIM UP, LOCK HIM UP, LOCK HIM UP..."
"So why do reporters go to that bullshit when all they get is abuse, has America gone totally CRAZY....."
"First of all, he's not a President, just think what would have happen if President Obama have said some bullshit like that/ #americasoracist"
"Racism is a Pre-existing condition....."
"Republicans have made the Flag a joke, Kapernick was really on point, I won't stand until all the racist so called leaders are fired...."
"My answer in two words, "white people "SMFH"
"So why is she troubled, he's not the President, be worried about what trump is doing to America...."
"Are you fucking kidding me, they can break the law and nothing happens, but they want other people to obey the LAWS OF THE LAND...."
"Only people who listen to TRASH is other Trash, ask Ted Nugent have he shit in his pants lately....."
"Indeed, Just for the Funk of it..."
"I would laugh, but this is a damn shame..."
"We should remember this coward face so when we see him on the street, we can see what he can do with a MAN......."
"@DonnieSimpson @COMICCOP Its funny how Stevie Wonder's songs bring you back to a peaceful mood/ #SoulMusic"
"@DonnieSimpson @COMICCOP You guys have a great Easter weekend, headed down South to jump up and down with the Homies, Peace, and stay safe."
"What a dumb ass, MY GOODNESS...."
"OH, if he was Black, MY GOODNESS, i.e. Kapernick or President Obama racist white people would be going crazy, even more than they are...."
"So, how can any person of color stand up for a country as racist and hateful as the United States...."
"@DonnieSimpson @COMICCOP #Goodtimes loved that show, truly old school...."
"Maybe because they are part of the Russian regime..."
"Indeed, what a dumb ass, but we all knew that...."
"OH, HELL NO...."
"@WHURfm worst ceremony ever with @CornelWest you all truly dropped the ball on this one #Listenerfor40years"
"Will never call him President, I think Traitor fits him well...."
"Hey, wife beater, why don't you fight a man, you coward milk toast @BillOReillyNews"
"That Black doctor is a very good man, because if it was me, I would have told his racist ass to cancel Christmas...."
"These assholes don't know what tough is. so they think they are tough when they are rude to women, #COWARDS"
"You are absolutely right, none of these milk toast racist assholes couldn't stand up to a Real man..."
"The reason he beats his wife is because he could never beat a real man, COWARD ASSHOLE..."
"Come on people lets get it to "0" where it should be...."
"Its a shame that you don't have not one man in the Republicans party, they would wear dresses to work if trump told them to...."
"OH, we are ready to fight like hell to make sure this never happens again..."
"Damn, would you???"
"Would you respect a drunken ASSHOLE RACIST?????"
"OK, we all know they are a bunch of dumb ass racist."
"Something to think about, If President Obama had this much conversation with Russia, white people would be up in arms to get him impeached."
"This is when all the minorities Professional Football should stand up to this Bullshit, just take a look at who's President"
"Why all these old white men such ASSHOLES?????"
"@COMICCOP Sometimes my Brother you gotta call it like you see it, ain't mad at you, been married 40 years and sometimes I have to say DAMN.."
"Republicans are such poor excuses of the humans race.."
"You see thats why every wife he had was brought, and from another country...."
"Terrorist, "DEATH PENALTY ""
"Then they would be one man short......"
"Then lock his ass up, so the LAWS of the land don't apply to these ASSHOLES...."
"REALLY......."
"Anybody with a brain know that Republicans are racist pigs and cowards with no balls"
"What is up with these Republicans men that HATE women so much...."
"Damn, I thought his favorite b'fast was Cheetos, and thats how he got the Orange hue..."
"Republicans are willing to let people Die with their Healthcare bill in order to get back at @POTUS44 , shame on these Assholes"
"YUKKY........"
"Not in America, it matters, I don't know how long you've been asleep, WAKE UP"
"You just ruined my Sunday dinner.."
"If we didn't have so much racism in America it would be 0..."
"I have absolutely no faith in America anymore/ #VietnamVet"
"LMFAO....sorry but, MY GOODNESS..."
"LMFAO....."
"Crying is for you milk toast MF'ers"
"I usually don't respond to dumbness, but this time i have two words for you, "FUCK-OFF..."
"I was totally embarrassed when they elected that asshole, we need to IMPEACH IMMEDIATELY...."
"Apologize, NOT ACCEPTED, IMPEACH trump, LOCK HIM UP and then bring a suit against his dumb ass..."
"This dumb-ass Traitor going to kill us all...."
"Its not, its pre-russia as long as that asshole Traitor stay in the WH.."
"Oh, we know that they are dumb as a box of rocks, in all my years never heard of a smart racist...."
"LMFAO....SMFH...."
"@DonnieSimpson @COMICCOP Now this is how you warm up a cold day in the DMV #EarthWindandFire ..."
"But Trump is ok with you because he can grab pussy, you know ur a racist asshole, so STFU....."
"Right on Snoop Dogg, oh they don't like it when you talk about them, but I say FUCK-EM...."
"I've been ready to fight, lets get this....."
"No, he is a Nazi, and every asshole that follows him, bottom line.."
"How about both of them, they would make a great team"
"Hell, lets Impeach that asshole tomorrow...."
"I think you mean the DEVIL"
"We must start to clean house, do we really want to come under Russia's rule, this is where racist brought us"
"Why do we keep accepting this kind of bullshit??"
"The Republicans, "True American Terrorist", just look at GOP's body of work..."
"I hope everyone know that this bullshit is truly about racism, really can anyone truly be that stupid???"
"Dummies won't realize whats happening until Russian tanks start coming down your street, SMH.."
"So is it that hard to give him a court date??"
"Just notice the people he's talking to, just let this asshole bring that bullshit in the hood, but today is #NationalOreoDay"
"So what are they waiting for, LOCK HIM UP, IMPEACH HIM, COMMIT HIM TO A PYSCHO WARD, just get him the hell out WH...."
"You know we've already seen how dump these assholes are, just amazed no one been locked up yet...."
"Well I don't go high, so Fuck off asshole..."
"Because they know this will be the end of the racist party they call the Republican party...."
"#ImpeachTrump #ImpeachTrump #ImpeachTrump"
"As if we didn't know, this guy trump is really bat-shit crazy, #ImpeachTrump"
"@DonnieSimpson @COMICCOP The funk will make you move....."
"Lets be clear Republicans don't give a FUCK about this country, how much more do we need, facts are there, so whats the problem????"
"So are we going to do anything about this, or are we going to wait till its too late"
"LOCK HIM UP #Sessions so you are telling the WORLD that its alright for all these assholes to break the law and its alright..."
"Sooo, trump speech was good because his tone was softer, REALLY, what kind of shit is that???? Really a low bar...."
"Its amazing how LOW the bar is set for trump....."
"Please shout it from the rooftops"
"Damn, we all know she's fucking nuts, the question is,"What the HELL are we going to do about it???"
"LMFAO...."
"He never had any..."
"Its very simple, President Obama is a REAL MAN.....and then he's Smart..."
"#SpecialProsecutor"
"I just hope this coward don't have kids...."
"Just to show the world how dumb trump followers are, so funny, you see thats why Education is so important...."
"Another WHITE TERRORIST"
"COWARD. NUTLESS....."
"This is how justice work in white racist America..."
"@DonnieSimpson @COMICCOP Its officially Friday now, moving a little faster with your last two jams, Thanks Bro...."
